user_id,nr_sessions,page_clicks_total,page_clicks_avg,flights_taken,hotels_stayed,nr_cancellations,nr_trips,flight_taken_discount_avg,hotel_stayed_discount_avg,flight_taken_price_avg,hotel_stayed_room_price_per_night_price_avg,hotel_stayed_nights_avg,hotel_stayed_nights_avg,nr_airlines_taken,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date
337227,8,83,10.375,0,0,0,0,null,0.05,null,null,null,null,0,1989-06-25,F,true,false,usa,santa ana,SNA,33.676,-117.868,2022-09-25
338086,8,137,17.125,2,2,0,2,0.3,0.2,490.845,63,2,3,2,1983-12-13,F,false,true,usa,washington,IAD,38.944,-77.456,2022-09-25
340166,8,88,11,0,1,0,1,0.1,0.1,null,237,2,2,0,1973-05-17,M,true,true,usa,san francisco,SFO,37.619,-122.375,2022-09-27
343928,8,122,15.25,2,1,0,2,0.29999999999999993,0.1,2775.31,116,3,4,2,1959-01-26,F,true,false,usa,el paso,BIF,31.849,-106.38,2022-09-30
347778,9,162,18,5,4,0,5,0.15,null,846.738,226.75,2.25,3.25,4,1974-07-20,F,false,false,usa,las vegas,LSV,36.236,-115.034,2022-10-03
348817,8,125,15.625,3,4,0,4,0.05,null,458.20666666666665,259,2.25,3,3,1995-08-07,F,false,false,canada,calgary,YYC,51.114,-114.02,2022-10-04
348863,8,81,10.125,0,0,0,0,null,0.1,null,null,null,null,0,1957-01-13,F,true,false,usa,san antonio,SKF,29.384,-98.581,2022-10-04
349132,9,133,14.777777777777779,2,3,0,3,null,0.1,360.53,193.66666666666666,4.666666666666667,5.333333333333333,2,1975-06-17,F,false,false,usa,cincinnati,CVG,39.046,-84.662,2022-10-04
350648,8,295,36.875,1,1,1,2,0.175,0.1,212.18,185,3,4,1,2006-03-02,F,false,false,usa,lincoln,LNK,40.851,-96.759,2022-10-05
353271,8,84,10.5,1,1,0,1,0.15,0.15,408.4,136,null,null,1,1997-09-05,F,false,true,usa,milwaukee,MKE,42.947,-87.896,2022-10-07
353694,8,100,12.5,2,2,0,2,0.08333333333333333,null,230.685,124,4.5,5,2,1984-06-17,F,false,true,usa,new york,LGA,40.777,-73.872,2022-10-07
354050,8,172,21.5,5,5,0,5,0.05,0.05,391.576,210.4,2.75,2.8,5,1974-05-28,F,false,false,usa,detroit,DET,42.409,-83.01,2022-10-07
354260,8,116,14.5,2,1,0,2,0.15,null,582.505,260,2,3,2,1974-09-27,F,false,false,usa,providence,PVD,41.724,-71.428,2022-10-07
354311,8,98,12.25,2,1,0,2,0.1,null,536.445,97,3,4,1,1978-07-12,F,true,false,usa,tucson,DMA,32.166,-110.883,2022-10-08
354950,8,100,12.5,1,1,0,1,null,0.1,460.54,127,6,7,1,1970-10-19,M,true,false,usa,amarillo,AMA,35.219,-101.706,2022-10-08
356046,8,101,12.625,2,2,0,2,0.15,0.05,391.905,97.5,2,2.5,2,1989-10-17,F,false,false,canada,ottawa,YOW,45.323,-75.669,2022-10-09
357737,8,419,52.375,4,5,1,6,null,0.08333333333333333,517.075,155.4,3.2,3.8,4,1982-10-04,F,true,true,usa,san diego,SAN,32.733,-117.189,2022-10-10
359072,8,318,39.75,3,3,1,4,0.2,null,153.93666666666667,137,2,2.3333333333333335,3,1972-12-09,F,true,true,canada,montreal,YUL,45.468,-73.741,2022-10-11
359080,8,126,15.75,4,2,0,4,0.1,0.2,1288.39,338.5,2,3,4,1982-05-09,F,true,false,usa,new york,JFK,40.64,-73.779,2022-10-11
359653,8,127,15.875,2,2,0,2,0.25,0.075,392.165,215,1.5,2.5,2,1968-12-26,M,false,false,canada,victoria,YYJ,48.647,-123.426,2022-10-12
361459,8,59,7.375,1,1,0,1,null,0.125,393.91,165,1,2,1,1982-09-16,F,true,true,usa,houston,EFD,29.607,-95.159,2022-10-13
361759,9,139,15.444444444444445,4,3,0,4,0.15,0.075,415.1475,79.66666666666667,2,2,3,1971-08-14,F,true,false,canada,winnipeg,YWG,49.91,-97.234,2022-10-13
363535,8,248,31,3,3,1,4,0.18333333333333332,null,344.1433333333333,155.66666666666666,4,4.5,3,1993-05-15,F,false,false,usa,charlotte,CLT,35.214,-80.943,2022-10-14
365825,8,355,44.375,1,2,1,3,0.1,null,64.63,159,7,7.5,1,1979-05-10,F,false,false,usa,los angeles,LAX,33.942,-118.408,2022-10-16
371201,8,105,13.125,1,0,0,1,0.3999999999999999,0.05,199.47,null,null,null,1,1996-01-16,M,false,true,usa,new york,JFK,40.64,-73.779,2022-10-20
372970,8,100,12.5,2,2,0,2,0.125,0.15,646.65,204,1,2,2,1990-04-01,F,false,false,usa,charlotte,CLT,35.214,-80.943,2022-10-21
373489,9,118,13.11111111111111,1,1,0,1,0.21666666666666667,0.125,7451.31,51,12,13,1,1986-12-08,F,true,true,usa,wichita,ICT,37.65,-97.433,2022-10-21
374331,8,338,42.25,1,1,1,3,0.15,0.2,236.26,280,12,12,1,1981-12-01,M,false,false,usa,milwaukee,MKE,42.947,-87.896,2022-10-22
374340,9,78,8.666666666666666,1,0,0,1,null,0.05,3966.19,null,null,null,1,1989-06-26,F,true,false,usa,new york,LGA,40.777,-73.872,2022-10-22
374341,8,105,13.125,0,3,0,3,0.1,null,null,152.33333333333334,7.333333333333333,7.333333333333333,0,1998-07-15,F,false,false,usa,detroit,YIP,42.238,-83.53,2022-10-22
375160,8,41,5.125,0,0,0,0,0.05,0.1,null,null,null,null,0,2003-11-23,F,false,false,usa,houston,EFD,29.607,-95.159,2022-10-22
375729,8,142,17.75,3,3,0,3,0.11666666666666667,0.075,344.05333333333334,271.3333333333333,2,3,3,1971-04-12,F,false,false,usa,atlanta,ATL,33.64,-84.427,2022-10-23
375751,8,192,24,3,2,0,3,null,0.05,235.85333333333332,166.5,3,3.5,3,1974-02-09,F,true,false,usa,cleveland,CLE,41.412,-81.85,2022-10-23
376159,8,102,12.75,1,2,0,2,null,null,367.24,127.5,3,3,1,1982-01-24,F,false,false,usa,long beach,LGB,33.818,-118.151,2022-10-23
377069,8,260,32.5,1,0,1,2,null,0.05,926.67,null,null,null,1,1956-03-06,F,true,false,usa,new york,LGA,40.777,-73.872,2022-10-24
377411,8,118,14.75,2,2,0,2,0.11666666666666667,0.15,504.305,113.5,2.5,3,2,1986-05-24,F,true,false,canada,montreal,YMX,45.68,-74.039,2022-10-24
378565,8,136,17,2,5,0,5,0.075,null,354.815,144.6,8.8,9,2,1983-09-27,F,true,true,usa,nashville,BNA,36.124,-86.678,2022-10-25
379543,8,104,13,3,3,0,3,0.1,0.15,385.04,231.66666666666666,2,2.6666666666666665,2,1968-01-06,F,true,false,usa,san jose,SJC,37.362,-121.929,2022-10-25
380434,8,114,14.25,3,3,0,3,0.125,0.05,356.92,265,2.3333333333333335,2.6666666666666665,3,1974-07-02,F,true,true,usa,oklahoma city,TIK,35.415,-97.386,2022-10-26
380436,8,107,13.375,1,1,0,1,null,0.175,113.25,165,4,5,1,1979-11-04,F,false,false,usa,new york,LGA,40.777,-73.872,2022-10-26
380757,8,122,15.25,3,3,0,3,0.05,0.05,165.20666666666668,169.66666666666666,4.666666666666667,5,3,1977-12-19,F,false,true,usa,los angeles,LAX,33.942,-118.408,2022-10-26
380874,8,117,14.625,3,3,0,3,null,0.18333333333333332,280.0833333333333,178.33333333333334,2,2.3333333333333335,3,1970-02-17,F,true,false,usa,louisville,LOU,38.228,-85.664,2022-10-26
380949,8,432,54,5,4,1,6,null,0.15,372.896,228.5,2,2.75,5,1978-02-03,F,false,false,usa,san antonio,SAT,29.534,-98.47,2022-10-26
381259,8,97,12.125,1,1,0,1,null,0.1,719.48,68,1,2,1,2002-12-04,F,false,true,usa,san diego,SAN,32.733,-117.189,2022-10-26
381465,8,245,30.625,2,4,1,5,0.075,null,175.955,140.75,8.5,8.5,2,1990-07-19,F,false,false,usa,san antonio,SAT,29.534,-98.47,2022-10-26
382181,8,106,13.25,3,2,0,3,0.175,null,357.68,208,4,3,2,1987-12-26,F,true,false,canada,halifax,YHZ,44.881,-63.509,2022-10-27
382384,8,75,9.375,1,1,0,1,null,null,228.63,156,null,null,1,1967-06-15,F,true,false,usa,st. petersburg,PIE,27.911,-82.687,2022-10-27
382533,8,70,8.75,0,0,0,0,0.2,0.05,null,null,null,null,0,2006-04-14,F,false,false,usa,long beach,LGB,33.818,-118.151,2022-10-27
385689,8,92,11.5,3,4,0,4,0.15,null,431.43666666666667,187,4,4.25,3,1974-10-08,F,false,true,usa,nashville,BNA,36.124,-86.678,2022-10-29
386255,8,64,8,0,1,0,1,0.1,0.05,null,268,4,4,0,1992-04-05,F,false,true,usa,mobile,BFM,30.626,-88.068,2022-10-30
386469,9,95,10.555555555555555,0,0,0,0,0.3,null,null,null,null,null,0,2006-10-16,F,false,false,usa,stockton,SCK,37.894,-121.239,2022-10-30
386914,8,294,36.75,2,1,1,3,0.1,0.13333333333333333,5617.45,321,2,2,2,1977-12-08,F,true,true,canada,hamilton,YHM,43.173,-79.935,2022-10-30
387282,8,87,10.875,0,1,0,1,0.175,0.1,null,330,4,4,0,1993-12-18,F,false,true,usa,amarillo,AMA,35.219,-101.706,2022-10-30
387783,8,87,10.875,1,3,0,3,0.45,0.1,431.26,188.66666666666666,7,7,1,1970-08-23,M,true,true,usa,oakland,OAK,37.721,-122.221,2022-10-31
388328,9,135,15,3,5,0,5,0.1,0.125,413.56666666666666,165.6,4.6,5,3,1973-11-28,F,true,true,canada,toronto,YYZ,43.677,-79.631,2022-10-31
388767,8,104,13,1,1,0,1,null,null,372.34,189,10,10,1,1979-09-13,F,true,true,usa,tallahassee,TLH,30.396,-84.35,2022-10-31
388947,9,112,12.444444444444445,3,2,0,3,0.19999999999999996,0.1,434.69666666666666,171,2,2.5,3,1983-11-06,M,false,false,usa,new york,LGA,40.777,-73.872,2022-10-31
389434,8,444,55.5,5,5,1,6,0.11666666666666667,null,462.03,157.4,1.75,2.75,3,1982-05-03,F,false,false,usa,new york,LGA,40.777,-73.872,2022-11-01
389662,8,146,18.25,2,3,0,3,0.15,null,330.09,173,1.3333333333333333,1.6666666666666667,2,1985-08-09,F,false,false,usa,fresno,FAT,36.776,-119.718,2022-11-01
389759,8,156,19.5,3,3,0,3,0.16666666666666666,null,1058.5633333333333,186.66666666666666,2.5,2.6666666666666665,3,1991-06-02,F,false,true,usa,anchorage,ANC,61.174,-149.996,2022-11-01
390811,8,132,16.5,3,3,0,3,0.1,null,366.34,134,5,5.5,3,1983-07-26,F,false,false,usa,los angeles,LAX,33.942,-118.408,2022-11-01
392453,8,78,9.75,1,1,0,1,0.075,0.1,393.98,106,11,11,1,1966-06-11,F,false,false,usa,el paso,ELP,31.807,-106.378,2022-11-02
395202,8,71,8.875,0,1,0,1,0.2,null,null,228,13,13,0,1997-09-27,F,false,false,usa,san jose,SJC,37.362,-121.929,2022-11-04
395981,8,101,12.625,3,3,0,3,0.2,null,671.64,345.3333333333333,1,2,3,1972-08-17,F,true,false,canada,vancouver,YVR,49.195,-123.182,2022-11-04
396552,8,109,13.625,4,4,0,4,null,0.1,206.2125,174.75,1,1.5,3,1979-01-06,F,true,false,canada,london,YXU,43.036,-81.154,2022-11-05
399137,8,155,19.375,2,4,0,4,0.16666666666666666,null,415.735,196,3.75,4,2,1970-08-24,F,true,false,usa,dallas,DAL,32.847,-96.852,2022-11-07
399218,8,121,15.125,2,1,0,2,0.2,null,243.95,123,2,3,2,1980-05-25,F,true,true,usa,fort worth,FTW,32.82,-97.362,2022-11-07
399799,8,126,15.75,4,4,0,4,null,0.1,340.3,91.25,2.6666666666666665,2.75,4,1969-03-07,F,true,false,canada,toronto,YTZ,43.627,-79.396,2022-11-07
400275,8,99,12.375,2,1,0,2,0.13333333333333333,null,536.525,263,4,5,2,1968-05-27,F,true,true,usa,phoenix,LUF,33.535,-112.383,2022-11-07
400582,8,125,15.625,3,4,0,4,0.1,0.15,215.63,270.5,2.25,2.75,2,1991-12-21,F,true,false,usa,chicago,ORD,41.979,-87.904,2022-11-07
400899,8,255,31.875,3,3,0,3,null,null,364.00333333333333,196.66666666666666,3.3333333333333335,4,2,1978-09-18,F,true,false,canada,quebec,YQB,46.788,-71.398,2022-11-08
401245,8,120,15,3,2,0,3,0.15,0.15,317.26666666666665,127,3,4,3,1996-01-15,F,false,false,usa,omaha,OFF,41.118,-95.913,2022-11-08
402332,8,137,17.125,2,2,0,2,0.1,0.05,430.45,139,1,1.5,2,1992-01-10,F,false,false,usa,sacramento,MCC,38.667,-121.401,2022-11-08
402978,8,115,14.375,4,4,0,4,0.15,null,353.26,135.75,3,4,4,1972-08-02,F,true,false,usa,milwaukee,MKE,42.947,-87.896,2022-11-09
403881,8,133,16.625,4,4,0,4,0.275,null,742.9175,146,3.3333333333333335,3.5,3,1980-04-03,F,false,false,usa,san diego,NZY,32.699,-117.215,2022-11-09
404879,8,127,15.875,4,3,0,4,null,null,261.72,246.33333333333334,3.3333333333333335,4,4,1985-06-18,F,true,false,usa,newark,EWR,40.692,-74.169,2022-11-10
405305,9,139,15.444444444444445,3,3,0,3,0.1,0.2,538.5333333333333,260,1.5,2,3,1979-01-18,F,true,true,usa,san francisco,SFO,37.619,-122.375,2022-11-10
406210,8,93,11.625,2,2,0,2,0.2,null,595.405,167,13,7,2,2002-12-02,F,false,true,usa,anchorage,ANC,61.174,-149.996,2022-11-11
407118,8,112,14,3,3,1,4,null,0.15,430.6166666666667,200,9,10,3,1971-12-26,F,true,false,usa,new york,JFK,40.64,-73.779,2022-11-11
407250,8,143,17.875,4,3,0,4,0.175,null,478.6425,108.33333333333333,3,4,4,1987-07-25,F,false,false,usa,laredo,LRD,27.544,-99.461,2022-11-11
407275,8,126,15.75,4,3,0,4,0.25,null,186.7375,166.66666666666666,7,7.5,4,1982-03-28,F,false,false,usa,philadelphia,PNE,40.082,-75.011,2022-11-11
407434,8,62,7.75,0,1,0,1,0.1,null,null,177,9,9,0,1971-09-09,F,true,true,canada,halifax,YAW,44.64,-63.499,2022-11-11
407642,8,111,13.875,2,2,0,2,0.25,null,234.885,242,2,2,2,1994-09-22,F,false,false,canada,hamilton,YHM,43.173,-79.935,2022-11-11
408551,9,93,10.333333333333334,2,2,0,2,0.13333333333333333,0.1,323.695,184,4,3,2,1980-10-24,F,true,true,usa,chicago,UGN,42.422,-87.868,2022-11-12
409073,8,178,22.25,3,3,0,3,null,null,526.1866666666666,174,1.6666666666666667,2.3333333333333335,3,1981-09-06,F,true,false,usa,sacramento,MCC,38.667,-121.401,2022-11-12
411179,8,366,45.75,2,3,1,4,0.15,null,355.14,202.66666666666666,6,6.333333333333333,2,1972-11-19,F,false,false,usa,san jose,SJC,37.362,-121.929,2022-11-14
411701,8,157,19.625,1,2,0,2,0.25,0.2,578.27,158,1,1.5,1,1983-12-14,F,false,false,canada,calgary,YYC,51.114,-114.02,2022-11-14
413128,10,161,16.1,4,5,0,5,0.1,0.1,405.19,261,5.6,5.8,4,1995-01-02,F,false,false,canada,hamilton,YHM,43.173,-79.935,2022-11-15
413340,8,120,15,3,1,0,3,null,0.15,177.35333333333332,137,8,8,3,1976-09-06,F,true,true,usa,nashville,BNA,36.124,-86.678,2022-11-15
413418,8,98,12.25,2,2,0,3,0.125,0.075,290.335,36.5,6,3.5,1,1969-09-04,F,false,false,usa,knoxville,TYS,35.812,-83.993,2022-11-15
413658,8,180,22.5,2,2,1,4,0.15,0.1,1107.405,121.5,3,3.5,2,1972-09-04,F,true,true,usa,philadelphia,PNE,40.082,-75.011,2022-11-15
414128,9,136,15.11111111111111,3,4,0,4,0.05,0.075,965.2166666666667,333,2.75,3.5,2,1996-06-25,F,false,false,usa,seattle,BFI,47.53,-122.302,2022-11-15
415282,8,93,11.625,2,2,0,2,null,0.15,1140.94,152,3.5,4.5,2,1982-05-19,F,true,true,usa,portland,PWM,43.646,-70.309,2022-11-16
415381,8,108,13.5,3,2,0,3,null,0.15,150.40333333333334,119.5,2.5,2.5,3,1978-03-13,F,true,false,usa,chicago,UGN,42.422,-87.868,2022-11-16
415581,8,113,14.125,3,3,0,3,0.1,null,353.25666666666666,212,5.666666666666667,6.333333333333333,3,1981-12-11,F,true,false,usa,new york,JFK,40.64,-73.779,2022-11-16
416319,8,220,27.5,2,2,0,2,0.15,0.075,73.8,109.5,1,2,2,1969-01-02,F,true,false,usa,new york,LGA,40.777,-73.872,2022-11-16
416580,8,320,40,4,4,1,6,0.05,0.1,306.3375,147.5,2.6666666666666665,2.25,3,1980-08-08,F,false,false,usa,fort worth,FTW,32.82,-97.362,2022-11-16
417679,8,141,17.625,5,4,0,5,0.125,0.1125,434.964,179.75,2.75,3.75,3,1986-11-15,F,false,false,usa,new york,LGA,40.777,-73.872,2022-11-17
